,aspects,frequency,emotions
10443,completely soul polarisdib,1,Surprise
10444,yes bad movie,1,Sad
10445,actually script garbage,1,Surprise
10446,pretty good wa,1,Happy
10447,quite sight costume,1,
10448,really unfunny humor,1,Surprise
10449,terribly anachronistic notice,1,Fear
10450,shamelessly rip empire,1,
10451,particularly main theme,1,Fear
10452,unfortunately current suck,1,Sad
10453,even fine actor,1,Happy
10454,almost unrecognizable remains,1,
10455,mindblowingly gruesome gory,1,
10456,really outstanding role,1,Happy
10457,haltingly upstairs help,1,Surprise
10458,violin drive excitement,1,Fear
10459,never good idea,1,Happy
10460,far catalonian director,1,Surprise
10461,anywhere late night,1,Sad
10462,mostly vulgar taste,1,Happy
10463,completely understand hgtv,1,
10464,arata furuta belief,1,
10465,quite charismatic presence,1,
10466,overly slow pace,1,Surprise
10467,also major distraction,1,Sad
10468,entirely sure relationship,1,Fear
10469,probably inappropriate attire,1,Fear
10470,somewhat confusing thing,1,Surprise
10471,well red herring,1,Angry
10472,previously full gore,1,
10473,sadly blood satisfy,1,
10474,really difficult try,1,Surprise
10475,well spring water,1,Surprise
10476,literally second film,1,
10477,fairly obvious story,1,
10478,well friend world,1,Happy
10479,rather legitimate work,1,Fear
10480,art con fact,1,
10481,pretty crappy effect,1,Happy
10482,really liked cinematography,1,Surprise
10483,however george movie,1,Surprise
10484,mildly flick name,1,
10485,close enough shoot,1,Happy
10486,away apprehend car,1,Angry
10487,fairly poor thriller,1,
10488,exactly occasional pause,1,
10489,away disgust shoot,1,Angry
10490,beside couch point,1,Angry
10491,precisely dennis miller,1,
10492,yet diminish respect,1,Happy
10493,pretty minute tattooed,1,Happy
10494,decadently lascivious guard,1,Surprise
10495,fairly tight locale,1,
10496,pretty much everybody,1,Happy
10497,possibly grade class,1,Surprise
10498,uniformly dreadful police,1,Sad
10499,enough stop person,1,
10500,along warp speed,1,
10501,excessively trick wire,1,Surprise
10502,completely wall storyline,1,Angry
10503,truly noteworthy cult,1,
10504,frankly unnecessary series,1,Sad
10505,completely serious executioner,1,Fear
10506,frighteningly believable feel,1,Surprise
10507,monster horrible time,1,Fear
10508,often watch victim,1,Surprise
10509,certainly sympathetic figure,1,Happy
10510,ideally shoot sinister,1,Sad
10511,surely great stretch,1,Happy
10512,evenly ordinary lack,1,Fear
10513,first wa brilliant,1,Happy
10514,surprisingly girl iq,1,Surprise
10515,laugh hard flick,1,Angry
10516,truth shake hand,1,
10517,lovely black market,1,Happy
10518,somehow domestic problem,1,Fear
10519,arouse good performance,1,Happy
10520,fore great question,1,Happy
10521,away bomb shelter,1,Angry
10522,far superior quality,1,Fear
10523,mouth many actor,1,Sad
10524,back good memory,1,Happy
10525,cuddly little help,1,Surprise
10526,premise second fails,1,
10527,largely clichéd contrivance,1,
10528,almost peter pau,1,
10529,well sreekar prasad,1,
10530,first newcommer hrishitaa,1,Surprise
10531,definitly visual feast,1,
10532,pretty big disappointment,1,Happy
10533,quite raunchy city,1,
10534,smarter indicent proposal,1,
10535,painfully slow plot,1,Sad
10536,badly final enjoyable,1,Happy
10537,extremely bad directing,1,Sad
10538,rather extreme case,1,Fear
10539,silly stereotyped hero,1,Fear
10540,theme many others,1,
10541,rarely learn anything,1,
10542,unfortunately robert montgomery,1,Sad
10543,lovely big sleep,1,Happy
10544,brilliantly massive surprising,1,Surprise
10545,soon new husband,1,
10546,aside marital bliss,1,Sad
10547,totally adorable lindsay,1,Happy
10548,dolly heartbroken ha,1,Surprise
10549,really appreciate stranger,1,Happy
10550,truly violent merciless,1,Fear
10551,genuinely suspenseful sequence,1,Sad
10552,surprisingly professional keep,1,
10553,alone dark room,1,Sad
10554,completely creepy mood,1,Sad
10555,still fresh book,1,
10556,rely cheap thrill,1,Surprise
10557,homesick good joke,1,Happy
10558,ultimately prof champion,1,Happy
10559,seriously hard figure,1,Angry
10560,still active comedy,1,
10561,somewhat unfairly juggernaut,1,Surprise
10562,often silly plot,1,Fear
10563,maybe technical sense,1,
10564,better comparable tile,1,Surprise
10565,basically heavy metal,1,Sad
10566,enough classified cheesy,1,
10567,admit hard fast,1,Angry
10568,completely false teach,1,Sad
10569,supposedly big grain,1,
10570,together sweep sundance,1,
10571,almost insurmountable odds,1,
10572,perhaps comic bit,1,
10573,even allow mind,1,Surprise
10574,really know anything,1,Surprise
10575,surprisingly decent actor,1,Surprise
10576,along okay material,1,
10577,completely unnecessary let,1,Sad
10578,painfully slow pace,1,Surprise
10579,probably used ability,1,Fear
10580,fully leaped performance,1,Fear
10581,socially proper talk,1,Happy
10582,enough persuade loss,1,
10583,together sexy jean,1,
10584,massacre inflicted hamshins,1,
10585,even b movie,1,
10586,well worn message,1,
10587,bastard bad boot,1,Sad
10588,ever magnificent france,1,Happy
10589,finally climactic pun,1,Fear
10590,frustratingly dull movie,1,Sad
10591,merely bland humourless,1,Sad
10592,nevertheless bring intensity,1,Sad
10593,quite good b,1,Happy
10594,well suspense sense,1,
10595,well saw marnette,1,
10596,alone wit butler,1,Surprise
10597,lover gigolo fall,1,
10598,even grand cast,1,Surprise
10599,quite lot line,1,Sad
10600,back trust penguin,1,Fear
10601,ever shadow deepak,1,Surprise
10602,extremely low juvenile,1,Sad
10603,ridiculously dumb joke,1,Happy
10604,recently amongst friend,1,Happy
10605,cost good thing,1,Surprise
10606,especially mcardle butch,1,
10607,badly miscast lead,1,Sad
10608,away usual haunt,1,Angry
10609,indeed possible feel,1,
10610,away commercial stereotype,1,Angry
10611,far sex issue,1,Fear
10612,however weak point,1,Surprise
10613,never good director,1,Happy
10614,perfunctorily friendly exception,1,Happy
10615,thespically heavy howard,1,Sad
10616,well lang hitchcock,1,
10617,sometimes funny fun,1,Happy
10618,actually nominated oscar,1,Surprise
10619,completely delight duo,1,Happy
10620,especially terror cinema,1,Fear
10621,thirty much le,1,
10622,also wonderful performance,1,Surprise
10623,almost spielberg way,1,
10624,mostly italian film,1,
10625,already dysfunctional trio,1,
10626,rarely pretty ensures,1,Happy
10627,around connie laura,1,
10628,frankly incomprehensible statement,1,Sad
10629,still splendid fun,1,Happy
10630,wholeheartedly modern tv,1,
10631,wrought many hole,1,Sad
10632,otherwise imbecile heart,1,Sad
10633,delightfully entertaining film,1,
10634,also andras stefano,1,
10635,truly come age,1,Angry
10636,anway wonderful comeback,1,Surprise
10637,regardless genre feel,1,
10638,first appeared year,1,Surprise
10639,quite fun award,1,Happy
10640,really enjoyable kid,1,Happy
10641,definitely recommend try,1,Fear
10642,pitifully low rating,1,Sad
10643,however hindsight deserves,1,Surprise
10644,virtually amateur online,1,
10645,easily league platoon,1,Fear
10646,totally derivative plot,1,
10647,really hard categorize,1,Angry
10648,rather frustrating question,1,Fear
10649,discover new body,1,Surprise
10650,however fun movie,1,Happy
10651,back campy fun,1,Happy
10652,enough vivid memory,1,
10653,first particular show,1,Surprise
10654,unusually good b,1,Happy
10655,belly america time,1,
10656,slowly effected effort,1,Surprise
10657,disproportionately assume producer,1,Fear
10658,ever nail diverse,1,Surprise
10659,far interested actor,1,Happy
10660,worst low budget,1,Sad
10661,enough bad word,1,Angry
10662,alone interesting thing,1,Happy
10663,nicely developed picture,1,Fear
10664,also ha hint,1,
10665,clearly fan hitchcock,1,
10666,sometimes slick offer,1,Fear
10667,particularly enjoy disney,1,Happy
10668,mildly amused time,1,
10669,even goofy buddy,1,
10670,piece ruin intricacy,1,Sad
10671,away cynical aphorism,1,Fear
10672,especially tandy plot,1,
10673,walter huston death,1,Fear
10674,posthumously poignancy fact,1,
10675,seriously ill exposure,1,Fear
10676,slowly much interest,1,Happy
10677,particularly unconvincing direction,1,
10678,meanwhile teenager escape,1,Fear
10679,quite impressive type,1,Happy
10680,laughably inept wait,1,Surprise
10681,alternately austere beauty,1,Happy
10682,morally good identify,1,Happy
10683,finally seville see,1,Fear
10684,namely respect freedom,1,Happy
10685,ahead scam game,1,
10686,inevitably consummation beat,1,Surprise
10687,long bought relates,1,Fear
10688,ever absurd group,1,Surprise
10689,masterpiece questionable intelligent,1,Surprise
10690,well invested world,1,
10691,simply stage makeup,1,Fear
10692,refreshingly different stance,1,
10693,suddenly understood everything,1,Sad
10694,ugly point depend,1,Surprise
10695,apparently much ask,1,Fear
10696,wa attracted movie,1,
10697,well cheesy force,1,Fear
10698,completely loop borrowing,1,
10699,quite good moment,1,Happy
10700,score j solo,1,Angry
10701,enough bring day,1,Happy
10702,still entertaining audience,1,
10703,also fair shape,1,
10704,even gary oldman,1,
10705,still bee movie,1,
10706,also new respect,1,Happy
10707,really awful film,1,Surprise
10708,score think something,1,Angry
10709,still long way,3,Fear
10710,back sci fi,1,
10711,somehow involved girl,1,Surprise
10712,quite flop list,1,
10713,steer stereotypical way,1,
10714,better worse scene,1,Surprise
10715,stulifyingly dull overlong,1,Sad
10716,gravely intones television,1,
10717,supposedly loaded blank,1,Fear
10718,anyway better others,1,Surprise
10719,pretty vile dull,1,Happy
10720,whatsoever ridiculous plot,1,Fear
10721,thus wa born,1,Sad
10722,cause laugh shake,1,
10723,really direct video,1,Surprise
10724,somewhat pointless courtroom,1,Surprise
10725,elicit interesting facet,1,Happy
10726,coiffed void screen,1,Sad
10727,barrymore fine moment,1,Happy
10728,rather rote finale,1,Fear
10729,pretty muriel evans,1,Happy
10730,yet rich sound,1,Fear
10731,lowest give film,1,Fear
10732,awake polymorph chance,1,Fear
10733,silly win razzies,1,Fear
10734,pretty amazing stuff,1,Happy
10735,fast nice art,1,Happy
10736,also gorgeous raima,1,Happy
10737,sadly much song,1,
10738,even touch visuals,1,Sad
10739,supposedly fare amount,1,
10740,home good ole,1,Happy
10741,obviously amazing awe,1,Surprise
10742,highly suggest keep,1,
10743,however pick cover,1,Surprise
10744,otherwise unsupportable system,1,Fear
10745,even le marginalize,1,
10746,still troubled nation,1,Sad
10747,mass wronged architecture,1,Fear
10748,truly brother v,1,Surprise
10749,hemisphere ugliness woman,1,
10750,seemingly minor distinction,1,
10751,passionately medium environment,1,Fear
10752,really classified thriller,1,Surprise
10753,first famous suspense,1,Surprise
10754,pretty much family,1,Happy
10755,first young child,1,Surprise
10756,quite sexy balance,1,Fear
10757,fraser comfortable role,1,Happy
10758,silly like mesh,1,Fear
10759,ultimately fun care,1,Happy
10760,bit exposed world,1,
10761,father dead mother,1,
10762,patronisingly red man,1,Angry
10763,solely indian perspective,1,
10764,incredibly speedy development,1,Fear
10765,yet stylish piece,1,
10766,first lone wolf,1,Surprise
10767,spiritually dark similarity,1,Sad
10768,sometimes hidden sense,1,Angry
10769,emotionally dead revenge,1,
10770,favorably weird visit,1,Happy
10771,entre main romance,1,Fear
10772,lonely magnificent performance,1,Happy
10773,however ambiguous conclusion,1,Surprise
10774,little disappointing vote,1,Sad
10775,well obvious movie,1,
10776,largely similar robert,1,
10777,intensely passionate poetry,1,Fear
10778,obsessively brilliant technique,1,Happy
10779,together perfect balance,1,Sad
10780,applaud able conviction,1,
10781,radiantly big screen,1,
10782,smoothly ooze monty,1,
10783,otherwise prakash kapadia,1,
10784,long main lead,1,Fear
10785,sometimes insensible men,1,Angry
10786,even apriori plot,1,
10787,away appear caracters,1,Angry
10788,truly beautiful woman,2,Happy
10789,quite star parent,1,Fear
10790,also terrific coens,1,Surprise
10791,purpose speed elegance,1,Happy
10792,totally immerse universe,1,
10793,however sensical deshmukh,1,Surprise
10794,even mr bean,1,Surprise
10795,completely lame reason,1,Sad
10796,even crappy help,1,Surprise
10797,merely b propaganda,1,
10798,occasionally open mouth,1,Fear
10799,hardly worthwhile dialogue,1,
10800,clearly abysmal anything,1,
10801,visually real life,1,Sad
10802,genuinely spooky course,1,Sad
10803,recently complaint fake,1,Sad
10804,really want hate,1,Surprise
10805,lovely julia stile,1,Happy
10806,almost realistic account,1,Fear
10807,oddly enough minute,1,
10808,singapore horticultural research,1,
10809,laugh good pleasant,1,Happy
10810,downright hilarious timing,1,Happy
10811,best known role,1,Surprise
10812,intentionally flashier secures,1,Fear
10813,lovely charismatic beguiling,1,Happy
10814,rather naive sensibility,1,Fear
10815,importantly winsome appeal,1,
10816,street hazard guess,1,Surprise
10817,start nonsensical vocabulary,1,
10818,chery ladd tv,1,
10819,also open jungle,1,Fear
10820,along little result,1,
10821,seriously high rating,1,Fear
10822,better last winter,1,Surprise
10823,rather watch rerun,1,Surprise
10824,forever ha operation,1,
10825,finally sun thing,1,Surprise
10826,truly appreciate film,1,Happy
10827,ahead peer wa,1,
10828,straight serious world,1,
10829,chaotically realistic environment,1,Fear
10830,naturally whereas originator,1,Fear
10831,bully pompous twerp,1,
10832,equally good gory,1,Happy
10833,flop bad trouble,1,Sad
10834,totally unbelievable effect,1,Surprise
10835,yet aware proximity,1,Sad
10836,really boss vary,1,Surprise
10837,doe close version,1,Happy
10838,thankfully vast majority,1,
10839,relatively diverse le,1,
10840,else video sans,1,
10841,criminally brief gag,1,Sad
10842,fairly effective cgi,1,
10843,perhaps tiniest step,1,
10844,broadway opposite france,1,
10845,completely self indulgent,1,Fear
10846,billy dee williams,1,
10847,never good role,1,Happy
10848,typically weak harmless,1,Sad
10849,back misty mundae,1,Sad
10850,somewhat ruin latter,1,Surprise
10851,scene illogical series,1,
10852,even cool script,1,Happy
10853,nearby castle meet,1,
10854,corridor many door,1,
10855,probably distant source,1,Fear
10856,utterly unremarkable firehouse,1,
10857,slightly troubled son,1,Sad
10858,well predicament ha,1,
10859,really appealing fact,1,Surprise
10860,cuddly hard believe,1,Angry
10861,ever true canine,1,Surprise
10862,mainly feeble joke,1,Happy
10863,roughly equal measure,1,
10864,long uninspired kid,1,Happy
10865,overtly wrong value,1,
10866,terribly great movie,1,Happy
10867,really poke fun,1,Happy
10868,bustingly funny comedy,1,Surprise
10869,almost eerie changeability,1,Fear
10870,deservedly complaint skit,1,Sad
10871,later filthy mouth,1,Sad
10872,exactly type hold,1,Fear
10873,simply meant nothing,1,
10874,even wonderful robert,1,Surprise
10875,mildly redeeming area,1,
10876,obviously labour love,1,Happy
10877,doe limited amount,1,Surprise
10878,song tried create,1,
10879,yet important society,1,Happy
10880,truly fault coach,1,
10881,increasingly annoyed lack,1,Sad
10882,sync god forbid,1,Surprise
10883,truly disappointed try,1,Sad
10884,morally ambiguous piece,1,
10885,almost survive ha,1,
10886,rarely many people,1,
10887,frequently steal scene,1,Surprise
10888,lovely lilli palmer,1,Happy
10889,atmosphere good pace,1,Happy
10890,really connect character,1,Surprise
10891,highly believable sense,1,
10892,usually quick explicit,1,Angry
10893,away pathetic background,1,Angry
10894,apparently real adviser,1,Sad
10895,severely disappointed deserve,1,Sad
10896,better akin eye,1,Surprise
10897,definitely give miss,1,Fear
10898,instead pleasant experience,1,Happy
10899,clinically depressed type,1,Sad
10900,impart powerful mood,1,Sad
10901,climax many anti,1,
10902,obviously fight scene,1,Sad
10903,etc terrible doubt,1,Fear
10904,really wanted watch,1,Surprise
10905,ha right amount,1,Fear
10906,prominently end credit,1,Fear
10907,immediately discarded barrel,1,
10908,taught traumatic wonder,1,Surprise
10909,specially final scene,1,Fear
10910,terribly underrated press,1,Fear
10911,almost script cast,1,
10912,poignantly victim fact,1,
10913,least recent vintage,1,
10914,later mistress charlotte,1,
10915,delightfully naive film,1,
10916,earlier able reacquaint,1,
10917,hatcher incredible chemistry,1,Surprise
10918,pretty evident rating,1,Happy
10919,really liked admit,1,Surprise
10920,finely wrought surprise,1,Surprise
10921,grossly underused actress,1,
10922,thoroughly disappointed end,1,Sad
10923,really optimal example,1,Surprise
10924,uncontrollably magnificent simplicity,1,Happy
10925,usually fan pure,1,
10926,father reclusive family,1,Surprise
10927,really bad decision,1,Surprise
10928,pretty good end,1,Happy
10929,mostly comic actor,1,
10930,really matter lot,1,Surprise
10931,notice tag line,1,Fear
10932,cinematically wonderful experience,1,Surprise
10933,highly recommended people,1,
10934,often violent character,1,Fear
10935,rather sound job,1,Fear
10936,make powerful moment,1,Sad
10937,also lead consider,1,Sad
10938,pretty hot chick,1,Happy
10939,naturally dialect movie,1,Fear
10940,rather good dialogue,1,Happy
10941,also excellent story,1,Happy
10942,therefore ready anything,1,Happy
10943,maybe mighty ah,1,
10944,truly priceless someone,1,
10945,clearly related begin,1,
10946,finally actual character,1,Fear
10947,much long take,1,Fear
10948,hallway jack benney,1,Sad
10949,first original topper,1,Surprise
10950,anyway funny delightful,1,Happy
10951,sweden much interest,1,Happy
10952,therefore eager see,1,Happy
10953,unfortunately inexplicable reason,1,Sad
10954,away free sneak,1,Happy
10955,still want bill,1,
10956,nevertheless fun watch,1,Happy
10957,always worth price,1,Sad
10958,truly awful buff,1,
10959,politically aware teenager,1,Sad
10960,together special way,1,Surprise
10961,adore much jack,1,Happy
10962,also fly rage,1,Fear
10963,pleasantly surprised film,1,Surprise
10964,well fellow employee,1,
10965,lovely edwidge fenench,1,Happy
10966,yummy good acting,1,Happy
10967,fairly international group,1,Surprise
10968,quite frankly silent,1,Sad
10969,entertain classical musician,1,Fear
10970,laughably ludicrous picture,1,
10971,deliciously lissome sandra,1,
10972,uproariously inappropriate hip,1,Happy
10973,fantastically lurid loopy,1,Surprise
10974,blithely unapologetic degeneracy,1,Happy
10975,splendidly sickly shabby,1,
10976,really liking look,1,Surprise
10977,ultimately undoing movie,1,Sad
10978,unfortunately captain rude,1,Surprise
10979,finally stand wonder,1,Fear
10980,well left question,1,Fear
10981,asylum halloween night,1,
10982,admittedly novel device,1,Fear
10983,often substitute dialog,1,Sad
10984,love much tcm,1,Happy
10985,pretty good actor,1,Happy
10986,really bad average,1,Surprise
10987,highway small fbi,1,
10988,somehow keep dignity,1,
10989,finally rid phantom,1,Fear
10990,better shark attack,1,Surprise
10991,fairly straight twist,1,
10992,certainly hard time,1,Angry
10993,highly regarded classic,1,Happy
10994,honestly first presence,1,Surprise
10995,strikingly beautiful jennifer,1,Happy
10996,pretty distract banality,1,Happy
10997,sort momentous occasion,1,
10998,painstakingly obvious formulaic,1,
10999,along special effect,1,Surprise
11000,perhaps important learn,1,Happy
11001,still great singer,1,Happy
11002,definitely potential justin,1,Fear
11003,kelly stanley prostitute,1,
11004,physically breath clothes,1,Surprise
11005,clearly bad shape,1,Sad
11006,seemingly marble wall,1,Angry
11007,mere candy willingness,1,
11008,later awareness look,1,
11009,occasionally tricky role,1,Fear
11010,brutally bag bunch,1,
11011,notoriously nasty piece,1,
11012,photographer nino castelnuovo,1,
11013,cheerfully crass abandon,1,Happy
11014,quite vicious gruesome,1,
11015,bubbly elegant score,1,Happy
11016,terrifically trashy treat,1,Surprise
11017,deliciously lurid trailer,1,Surprise
11018,absolutely suspense lot,1,Sad
11019,teacher french gay,1,Happy
11020,first young man,1,Surprise
11021,particularly interesting monk,1,Happy
11022,incredibly bad case,1,Sad
11023,sufficiently evil guy,1,
11024,well funny stuff,1,Angry
11025,lucy unscrupulous card,1,
11026,also lame place,1,Fear
11027,mildly entertaining nothing,1,
11028,laugh uninhibited joie,1,Fear
11029,even absurd chapter,1,
11030,ever understand reason,1,Surprise
11031,notice small mistake,1,Fear
11032,amazingly standard argentina,1,
11033,really low expectation,1,Surprise
11034,terribly boring start,1,Sad
11035,fistfight visual interest,1,Happy
11036,totally melanie thierry,1,
11037,fall many trap,1,Surprise
11038,particularly overall push,1,Fear
11039,nearly much feature,1,
11040,first fearful couple,1,Surprise
11041,best possible light,1,Surprise
11042,yet doe hesitate,1,Fear
11043,perhaps typical men,1,
11044,properly admire ha,1,Happy
11045,worth interested tulsa,1,Happy
11046,genuinely awful people,1,Sad
11047,well wide mark,1,
11048,purely send thursday,1,Fear
11049,somehow wound shine,1,
11050,perhaps apparent smoke,1,Angry
11051,dependably silent aloof,1,
11052,inconspicuously conspicuous estefans,1,
11053,lushly romantic score,1,Happy
11054,truly watch find,1,Surprise
11055,marginally explored motion,1,
11056,integrally compatible wacko,1,Happy
11057,aside un gwynnethness,1,
11058,closely examine play,1,Fear
11059,somewhere special effect,1,Surprise
11060,best possible movie,1,Surprise
11061,exceptionally good errol,1,Happy
11062,particularly interested see,1,Happy
11063,fairly significant role,1,Happy
11064,almost stage way,1,Fear
11065,strictly accurate eve,1,
11066,always ready harbor,1,Happy
11067,really fit reno,1,Happy
11068,entirely justified others,1,Fear
11069,almost break rule,1,Surprise
11070,also great film,1,Happy
11071,soon fine watch,1,Happy
11072,hopefully dougs second,1,
11073,economically nonviable marxism,1,
11074,strangely modern share,1,Surprise
11075,wa much anticipation,1,Happy
11076,ludicrously childish yeoh,1,
11077,never able form,1,
11078,deliver goodness badness,1,
11079,completely sad chaplin,1,Sad
11080,else exotic shoot,1,
11081,yet effective mature,1,
11082,ridiculously implausible pickup,1,Surprise
11083,definitely worth try,1,Fear
11084,store check scene,1,
11085,quite like throwback,1,
11086,bit local legend,1,
11087,far pulled world,1,Fear
11088,certainly ha element,1,Surprise
11089,really point interest,1,Surprise
11090,really bad attempt,1,Surprise
11091,better much acting,1,Surprise
11092,slightly stereotypical bit,1,
11093,arjun faithful nephew,1,
11094,also good organise,1,Happy
11095,beautifully narrated direction,1,
11096,together several friend,1,Happy
11097,also rare chance,1,Fear
11098,seemingly earth none,1,Surprise
11099,certainly worst year,1,Sad
11100,even ripple mirth,1,Happy
11101,altogether different era,1,Sad
11102,barely credible standard,1,
11103,even recognition performance,1,
11104,late fighting time,1,Sad
11105,kelly paul picerni,1,
11106,whitmore jr tom,1,
11107,actually character boot,1,Surprise
11108,soon possible clever,1,
11109,guard front charge,1,Happy
11110,sky high furnishes,1,Fear
11111,otherwise forgettable fare,1,
11112,really appreciate time,1,Happy
11113,around red mustang,1,Angry
11114,home obvious kid,1,Happy
11115,ever wa thing,1,Surprise
11116,really scary krasinski,1,Surprise
11117,mother daughter duo,1,
11118,completely nut father,1,
11119,lightly fantastical moment,1,Fear
11120,yet element fail,1,Surprise
11121,far efficient hell,1,Fear
11122,along replacement museum,1,
11123,wonderfully eccentric chap,1,Surprise
11124,long ha hour,1,Fear
11125,awfully slim minute,1,
11126,silly motif competition,1,Fear
11127,strangely miscast picasso,1,Surprise
11128,mother daughter burying,1,
11129,worse lady house,1,Sad
11130,also delicious rope,1,
11131,truly great work,1,Happy
11132,away emotional depth,1,Angry
11133,somewhat like replacement,1,Surprise
11134,silly naive funny,1,Surprise
11135,miss playful interaction,1,Happy
11136,quite good fun,1,Happy
11137,pride origin core,1,Happy
11138,somehow related le,1,
11139,early loved life,1,Happy
11140,believe good know,1,Happy
11141,maybe bad part,2,Sad
11142,poorly imdb reviewer,1,
11143,still disappointed character,1,Sad
11144,lumiere cogsworth laugh,1,
11145,highly stylized period,1,
11146,stunningly watch story,1,Surprise
11147,archer strong conviction,1,Happy
11148,otherwise fine camera,1,Happy
11149,deftly flow ballroom,1,
11150,mostly historical film,1,
11151,typically incorporate samurai,1,
11152,homicide detective ha,1,
11153,first undercover homeless,1,Surprise
11154,ostensibly mirror image,1,
11155,perhaps cultural thing,1,Surprise
11156,far installment terminator,1,Fear
11157,indeed different sort,1,
11158,pretty good action,1,Happy
11159,really piece film,1,Surprise
11160,extremely cool rest,1,Happy
11161,yet saw concept,1,
11162,unquestionably high point,1,Fear
11163,overly melodramatic end,1,
11164,much objective criticism,1,
11165,mediocre watchable storyline,1,
11166,hard bad way,1,Angry
11167,touchingly sincere experience,1,
11168,bit social satire,1,Fear
11169,also supreme force,1,Fear
11170,often amazing computer,1,Surprise
11171,definitely denial anger,1,Sad
11172,finally chucky signore,1,Fear
11173,quotin good word,1,Happy
11174,away bother sittin,1,Angry
11175,bright red coat,1,Happy
11176,nutty indian worker,1,
11177,really understand enjoy,1,Happy
11178,also sexy scene,1,
11179,astonishingly beautiful men,1,Happy
11180,appetite eventual impotence,1,Sad
11181,also interested pepe,1,Happy
11182,pretty big production,1,Happy
11183,achieve beautiful shot,1,Happy
11184,enough turn people,1,Surprise
11185,nielsen good part,1,Happy
11186,strongly urge buying,1,Happy
11187,technically live action,1,Fear
11188,back wa kid,1,Happy
11189,completely different reason,1,Sad
11190,literally enter usa,1,
11191,worst spontaneous decision,1,Sad
11192,definitely ranked list,1,Fear
11193,effectively build tension,1,Fear
11194,look impressive top,1,Happy
11195,accidentally witness execution,1,
11196,instead sudden change,1,Surprise
11197,fairly spectacular finale,1,
11198,carefully awesome job,1,Surprise
11199,christopher reeve performance,1,
11200,usually magnificent vanessa,1,Happy
11201,bother load bloomer,1,Fear
11202,ago last night,1,
11203,sort good guy,1,Happy
11204,awfully hard put,1,Angry
11205,totally corny way,1,
11206,extremely predictable sequel,1,
11207,even visual effect,1,Surprise
11208,somewhat sad look,1,Surprise
11209,never last think,1,Surprise
11210,together sure blame,1,Fear
11211,aside whole mess,1,Angry
11212,really stuck mind,1,Surprise
11213,really beautiful movie,1,Happy
11214,beautifully balanced scene,1,Fear
11215,slowly taking side,1,Surprise
11216,somewhat understated role,1,Surprise
11217,forward bear gay,1,Happy
11218,else come non,1,
11219,fairly impressive cast,1,Happy
11220,merely noticeable movie,1,Fear
11221,well germany p,1,
11222,badly mislead review,1,Sad
11223,yet possible sympathise,1,
11224,maybe bug ha,1,Fear
11225,somewhat dull film,1,Surprise
11226,smitty ian hunter,1,
11227,purely ethnic minority,1,
11228,painfully obvious fact,1,Sad
11229,intolerably spastic transforms,1,
11230,dangerously noxious soda,1,Fear
11231,mindlessly meander place,1,Fear
11232,totally tubed rusty,1,Fear
11233,hopelessly uphill battle,1,
11234,also obnoxious character,1,Fear
11235,comparably fatuous father,1,
11236,gratingly idiotic humor,1,
11237,ravenously noshing submarine,1,
11238,well told direction,1,Sad
11239,historically literate viewer,1,
11240,entirely unknown mendel,1,Fear
11241,exceptionally insightful scientist,1,
11242,languidly punctuated moment,1,Fear
11243,perhaps slow horror,1,Surprise
11244,misleadingly advertised cover,1,Fear
11245,nonetheless torn star,1,Sad
11246,yes much story,1,Sad
11247,highly polished floor,1,Surprise
11248,really bad someone,1,Surprise
11249,totally unbelievable emotion,1,Sad
11250,clearly watch minute,1,Surprise
11251,ago heyday hong,1,Surprise
11252,hard tiny cot,1,Angry
11253,basically big compromise,1,Fear
11254,otherwise spanish sound,1,
11255,trap hard break,1,Surprise
11256,tepidly uninspired rehash,1,
11257,lifelessly conventional release,1,
11258,quite take trip,1,
11259,faintly melancholy eye,1,Sad
11260,unusually intriguing happens,1,Fear
11261,rather useful thing,1,Surprise
11262,alarmingly excessive degree,1,Fear
11263,completely tend differ,1,
11264,strictly late cable,1,Sad
11265,whenever obvious youth,1,
11266,even extra meant,1,
11267,later fascination wa,1,
11268,away scene opinion,1,Angry
11269,recently ha number,1,Fear
11270,completely unconvincing point,1,Surprise
11271,proudly vegetarian wa,1,Happy
11272,otherwise namby pamby,1,
11273,maltin give star,1,Fear
11274,lovely leading lady,1,Happy
11275,amusingly dumb scene,1,
11276,well entire appearance,1,Fear
11277,truly doe feel,1,
11278,relatively new time,1,
11279,sally fledgling writer,1,Surprise
11280,sometimes actor forget,1,Angry
11281,randomly burst sidewalk,1,
11282,long shot get,1,Fear
11283,ah full moon,1,
11284,virtually viewer soul,1,Surprise
11285,relatively short duration,1,Angry
11286,delightfully skewed view,1,
11287,shyster form alonzo,1,
11288,maybe hear echo,1,
11289,ein freund von,1,
11290,also ha adult,1,
11291,clearly spoof sequence,1,
11292,literally shot skyscraper,1,
11293,even minor renovation,1,
11294,matter hard try,2,Angry
11295,particularly good legion,1,Happy
11296,nearly second featuring,1,
11297,however clever picture,1,Surprise
11298,altogether plus side,1,Sad
11299,quite bad bloodline,1,Sad
11300,hopefully involved franchise,1,Fear
11301,even star power,1,Angry
11302,equally script rob,1,Sad
11303,really tilt ruthless,1,Surprise
11304,particularly rush hour,1,Happy
11305,well choreographed fight,1,Sad
11306,mostly suck heroine,1,
11307,lover wet dream,1,
11308,honestly good taste,1,Happy
11309,earlier got complexity,1,Fear
