,aspects,frequency,emotions
3357,next mentioned contain,1,Angry
3358,mine hungering girl,1,Surprise
3359,comedian treated rock,1,Surprise
3360,funny ending writer,1,Surprise
3361,usual annoying minute,1,Sad
3362,huge make forget,1,Angry
3363,scary created maxim,1,Fear
3364,exploitative screwed filmmaker,1,
3365,nazi kept dark,1,Sad
3366,unanswered hanging garden,1,
3367,obvious offspring fortesque,1,
3368,ridiculous ending fact,1,Fear
3369,non stop thriller,1,
3370,free guessed cashier,1,Happy
3371,funny getting ticket,1,Surprise
3372,gorgeous enjoyed performance,1,Happy
3373,sure believed script,1,Fear
3374,ian garbled mess,1,Angry
3375,bad killing edge,1,Sad
3376,mathematician promising wipe,1,Sad
3377,credible thinking person,1,Surprise
3378,free thinking saw,1,Happy
3379,high married turn,1,Surprise
3380,build humiliating argument,1,Fear
3381,anxious spend money,1,Surprise
3382,free roaming ability,1,Happy
3383,deep voiced point,1,Surprise
3384,relentless growing tension,1,
3385,angle cutting edge,1,Sad
3386,overall recommend anyone,1,
3387,theatrical acting style,1,
3388,perfect ending preachy,1,Fear
3389,bad acting ok,1,Sad
3390,awful find word,1,Angry
3391,le satisfying movie,1,
3392,powerful mirrored bedroom,1,
3393,ha sent track,1,Fear
3394,choose rejecting closing,1,Happy
3395,sick seeing screen,1,Sad
3396,self respecting folk,1,Happy
3397,bad made tv,1,Sad
3398,incoherent staged climax,1,
3399,smart lipped line,1,Fear
3400,basic sketching director,1,Surprise
3401,innocent caught post,1,Sad
3402,german wearing weapon,1,
3403,sure get lot,1,Sad
3404,fabulous expected lot,1,Happy
3405,fine directing script,1,Happy
3406,dangerous bored film,1,Sad
3407,inept made pay,1,Sad
3408,ridiculous taken comedy,1,Surprise
3409,old fashioned sense,1,
3410,small telling detail,1,Sad
3411,worth seeing fact,1,Fear
3412,weak acting substandard,1,Sad
3413,fuzzy broke time,1,Surprise
3414,apparent opening credit,1,Fear
3415,close shave death,1,Happy
3416,powerful moving picture,1,
3417,sure put word,1,Angry
3418,uplifted seeing movie,1,Happy
3419,great feeling eye,1,Happy
3420,daily living agonizing,1,
3421,different varying example,1,
3422,wild looking street,1,Sad
3423,red illuminated kill,1,Angry
3424,mean burning church,1,Surprise
3425,hilarious advanced seriousness,1,Happy
3426,fit becoming building,1,Happy
3427,direct finished product,1,Fear
3428,noisy annoying fit,1,Happy
3429,woodcock played eddy,1,Fear
3430,enhanced drawing computer,1,Fear
3431,artistic reserved performance,1,Fear
3432,u trying watch,1,Surprise
3433,initial viewing kept,1,
3434,old looking reprise,1,
3435,thin proved case,1,Fear
3436,many error credit,1,Sad
3437,vietnam take cake,1,
3438,unnecessary washing powder,1,Fear
3439,wonderful including womanizer,1,Surprise
3440,hard say misunderstood,1,Angry
3441,great lighting amazing,1,Happy
3442,full dazzling sequence,1,Surprise
3443,wall emphasize separation,1,Angry
3444,wrong get idea,1,
3445,shot coming age,1,Angry
3446,insight make character,1,Fear
3447,clambered foaming pool,1,Fear
3448,likely find room,1,Fear
3449,thirteen plunging death,1,Fear
3450,long grieving scene,1,Fear
3451,scary give wish,1,Fear
3452,come looking wife,1,
3453,hole leave peace,1,Sad
3454,weak writing performance,1,Sad
3455,important supporting character,1,Happy
3456,big bellied street,1,Sad
3457,cabrito hanging butcher,1,
3458,first saw kid,1,Happy
3459,psychotic chosen men,1,
3460,second dropped rating,1,
3461,great annoying character,1,Happy
3462,second fiddling power,1,Angry
3463,documentary moving story,1,
3464,crazy got guerrilla,1,Fear
3465,hassan occupying troop,1,Happy
3466,sure going verge,1,Fear
3467,questionable ending technicality,1,Fear
3468,commendable portrayed cute,1,Happy
3469,queen eating doggie,1,Fear
3470,short pushing name,1,Angry
3471,loose lapping scene,1,
3472,full sophisticated weapon,1,Fear
3473,organizational talked lot,1,Sad
3474,old fashioned deer,1,
3475,shotgun killing horror,1,Surprise
3476,great bumbling jan,1,Happy
3477,comedic setting movie,1,Fear
3478,dead ending god,1,Surprise
3479,compose love letter,1,Happy
3480,real heartbreaking trial,1,Sad
3481,sheen acting hand,1,
3482,big go room,1,Fear
3483,open burned hand,1,Sad
3484,harsh thought kirsten,1,Surprise
3485,pompous disgusting pig,1,Sad
3486,unlikeable leading men,1,
3487,u see eye,2,
3488,know look people,1,
3489,stylish opening generate,1,Fear
3490,worth talking movie,1,Fear
3491,beautiful telling peculiarity,1,Happy
3492,black agreed film,1,
3493,alright take review,1,
3494,interesting look example,1,Happy
3495,poor acting pace,1,Surprise
3496,ok love shannen,1,Happy
3497,hard find dammage,1,Angry
3498,flat keep dialog,1,Sad
3499,necessary make quality,1,Sad
3500,eccentric unnerving score,1,Angry
3501,cheese made rancid,1,Angry
3502,conditioned watching junk,1,Surprise
3503,awful considering play,1,Sad
3504,much sought future,1,
3505,horrible acting dragon,1,Fear
3506,willing suspend disbelief,1,Fear
3507,desired considering role,1,Sad
3508,figure think reason,1,Surprise
3509,medical trying circumstance,1,
3510,witnessed survived karloff,1,
3511,ridiculous watching buying,1,Surprise
3512,exaggerated stereotyped character,1,Fear
3513,learned grew generation,1,
3514,live appreciated wow,1,Happy
3515,thank showing piece,1,
3516,usual say plot,1,Surprise
3517,u supposed pay,1,Fear
3518,interested deconstructing education,1,Happy
3519,necessary putting film,1,Sad
3520,original imposed interpretation,1,
3521,agree ruined character,1,Sad
3522,outstanding acting story,1,Happy
3523,italian setting haunting,1,Fear
3524,unforgettable viewing experience,1,
3525,delightful entertaining host,1,Happy
3526,paranoid seeing convince,1,Fear
3527,external including b,1,
3528,paramedic come help,1,Surprise
3529,guy dumping ton,1,
3530,appetite trying fulfill,1,Happy
3531,achieve desired pepper,1,Sad
3532,interesting known nothing,1,Happy
3533,romantic angle character,1,Happy
3534,funny failed count,1,Surprise
3535,buck take home,1,Sad
3536,know start story,1,
3537,second take hitcher,1,
3538,obvious trying look,1,
3539,naturalistic setting everyone,1,Fear
3540,shot confined location,1,
3541,norman annoying wan,1,Sad
3542,scary exiting anything,1,Fear
3543,sure take journey,1,Fear
3544,bugger recommend anyone,1,
3545,terrible take advice,1,Fear
3546,mean dancing thousand,1,Fear
3547,sit developing story,1,Fear
3548,fat beginning leader,1,
3549,good seen house,1,Happy
3550,shot thought wa,1,Surprise
3551,poor writing dialog,1,Sad
3552,spooky building ex,1,Fear
3553,flashlight crumbling room,1,Fear
3554,mysterious going zzzzzzz,1,Surprise
3555,achievement talking film,1,
3556,bad acting madonna,1,Sad
3557,whole stand drama,1,Fear
3558,meant keep stone,1,Surprise
3559,dramatic entertaining keep,1,
3560,female stretching point,1,Surprise
3561,terrible want watch,1,Surprise
3562,clichéd lacking subtlety,1,
3563,describe gleaming magnificence,1,
3564,tread made city,1,Sad
3565,wrong done farmer,1,
3566,beautiful living label,1,Happy
3567,tom spying neighbor,1,
3568,sexual tossed character,1,Sad
3569,wish come dvd,1,
3570,infant dying mother,1,Fear
3571,ordinary married woman,1,Fear
3572,whole exploding victim,1,Fear
3573,subject broken home,1,Surprise
3574,u shaking laughter,1,
3575,non stop laugh,1,
3576,comic provided paisa,1,
3577,dagger hunting pack,1,Angry
3578,costume make look,1,Sad
3579,whole take place,1,Fear
3580,overall done opinion,1,
3581,penchant dominating woman,1,Happy
3582,incapable showing emotion,1,Sad
3583,boring annoying hand,1,Sad
3584,entertaining compared age,1,Angry
3585,amiable entertaining comedy,1,Happy
3586,remorseful taking trust,1,Surprise
3587,wait spend money,1,Surprise
3588,uncle take money,1,
3589,idyllic painting man,1,
3590,able see hour,1,
3591,original played vivien,1,Fear
3592,handful supporting character,1,Fear
3593,extreme beginning puck,1,Fear
3594,um saying stuff,1,Angry
3595,green entertaining devon,1,
3596,whole told series,1,Sad
3597,asleep trying watch,1,Angry
3598,slow moving cup,1,
3599,subject need pay,1,
3600,massacre setting scene,1,Fear
3601,drive driven scout,1,Fear
3602,local acting wa,1,
3603,good lighting portion,1,Happy
3604,thought provoking cinema,1,Angry
3605,slow moving hour,1,
3606,climatic ending get,1,Fear
3607,actor attempting look,1,
3608,american captured camera,1,Happy
3609,overall enjoyed hope,1,Happy
3610,safe hiding place,1,Angry
3611,many add nothing,1,Sad
3612,dietrich come apartment,1,
3613,detective wilfred smith,1,
3614,difficult written role,1,
3615,illogical ending countermand,1,Fear
3616,alamo feeling character,1,Fear
3617,rational contradicted anyone,1,
3618,important watching series,1,Happy
3619,unattractive leading child,1,
3620,absurd classify anyone,1,
3621,accurate concerning dr,1,Sad
3622,thin watched wife,1,Surprise
3623,zany filled billie,1,Fear
3624,loud figured engineer,1,Fear
3625,enjoy meeting celebs,1,Happy
3626,palpatine answer phone,1,
3627,empty remember felt,1,Sad
3628,vsevolod amazing eye,1,Surprise
3629,wide breathtaking way,1,
3630,good trained reason,1,Happy
3631,secret cave beneath,1,Surprise
3632,felt need strip,1,Sad
3633,white included score,1,Angry
3634,angry watching block,1,Angry
3635,individual given parameter,1,Fear
3636,grim bared point,1,Surprise
3637,low supporting role,1,Sad
3638,runaway wondering street,1,Sad
3639,important supporting actor,1,Happy
3640,many follow ups,1,
3641,narrowmindedness come forget,1,Angry
3642,intelligent written opinion,1,
3643,keep staying reference,1,Angry
3644,beautiful moving ballad,1,Happy
3645,short lived course,1,Angry
3646,calm relaxed john,1,Happy
3647,bad say preity,1,Surprise
3648,classic vandalized wonder,1,Surprise
3649,gritty beguiling actor,1,Happy
3650,u take love,1,Happy
3651,patricia supporting chubby,1,
3652,america rest continental,1,
3653,possible established book,1,Fear
3654,capable shown victim,1,Fear
3655,back think chip,1,Surprise
3656,farfetched talking movie,1,
3657,solid acting sub,1,
3658,wish saved wife,1,
3659,dead say congrats,1,Surprise
3660,many love waste,1,Happy
3661,british make bollywood,1,Sad
3662,guy played al,1,Fear
3663,u flawed issue,1,
3664,great touching moment,1,Happy
3665,playwright take note,1,
3666,pain watching horrific,1,Surprise
3667,original moving story,1,
3668,astrobiologist calling shot,1,
3669,lead playing man,1,Fear
3670,uninspired made television,1,Sad
3671,formulaic baked war,1,
3672,doctor england treat,1,Surprise
3673,grown moving sense,1,
3674,close cracking smile,1,Happy
3675,punched thanked god,1,Surprise
3676,erm ramming track,1,
3677,nice tying train,1,Happy
3678,complex peak life,1,Fear
3679,weak acting doe,1,Sad
3680,popcorn expect anything,1,Happy
3681,full sparking fun,1,Happy
3682,black pain rate,1,Fear
3683,short bought collection,1,Angry
3684,rough going term,1,Sad
3685,tragic committed suicide,1,Sad
3686,great supporting player,1,Happy
3687,doe require audience,1,
3688,forward seeing sequel,1,
3689,stuck dwindling group,1,Surprise
3690,little ending contrast,1,Fear
3691,unrealistic labeled fantasy,1,
3692,uneven ranging clever,1,
3693,interesting looking cover,1,Happy
3694,victim turning innocent,1,Surprise
3695,snow tree fall,1,
3696,impact overshadowed production,1,Angry
3697,erotic believe movie,1,
3698,open put video,1,Sad
3699,great told teen,1,Happy
3700,realistic walking let,1,Sad
3701,low brained feature,1,Sad
3702,recent passing ismail,1,
3703,tiny sent linda,1,Fear
3704,nt think anything,1,Surprise
3705,scorsese raging bull,1,Angry
3706,challenge filming feature,1,Fear
3707,many scratching head,1,Fear
3708,burglar try befriends,1,
3709,ha running imagination,1,Fear
3710,funny coming complain,1,Surprise
3711,roof wrote letter,1,Fear
3712,heavy constructed story,1,Sad
3713,dismal make tongue,1,Sad
3714,white faced spiky,1,Angry
3715,meaningless inventing show,1,
3716,inescapable revolving door,1,
3717,excellent acting jim,1,Happy
3718,sad eyed girl,1,Surprise
3719,benign homecoming try,1,
3720,dorothy sitting bench,1,
3721,police believe theory,1,
3722,minor entertaining wa,1,
3723,mic built camera,1,Fear
3724,tried make hollywood,1,Sad
3725,first take humor,1,Surprise
3726,happy ending fade,1,Happy
3727,roommate foreboding think,1,Surprise
3728,award winning performance,1,
3729,impressive happening background,1,Happy
3730,natural expect product,1,Happy
3731,enjoy end result,1,Happy
3732,guilty charged grade,1,Happy
3733,underrated recommended genre,1,
3734,many aspect personality,1,Fear
3735,represent trying analyze,1,
3736,stay watching plot,1,Angry
3737,stead get nothing,1,
3738,curious remember experience,1,Surprise
3739,difficult follow plot,1,
3740,funny saw month,1,Surprise
3741,poor treated authority,1,Surprise
3742,illegal putting cherry,1,Sad
3743,available including saw,1,
3744,enough shown attempt,1,
3745,happy ended number,1,Fear
3746,social climbing wife,1,Fear
3747,good natured showgirl,1,Happy
3748,dead leaving situation,1,Fear
3749,second ending cheat,1,Surprise
3750,several directed fritz,1,Fear
3751,piano playing scene,1,Fear
3752,last came fruition,1,Surprise
3753,poetic touched reaction,1,Sad
3754,impressive retarded brother,1,Happy
3755,fellow take space,1,
3756,bad looking woman,1,Sad
3757,decent viewing figure,1,Surprise
3758,voluntary assisted euthanasia,1,
3759,weak willed bounty,1,Sad
3760,wrong losing parent,1,Sad
3761,due tampering fashion,1,
3762,ridiculous including possession,1,
3763,bad acting stay,1,Angry
3764,many talented people,1,
3765,believable acquired taste,1,Happy
3766,force laughing fun,1,Happy
3767,script thought hey,1,Surprise
3768,good acting scenery,1,Happy
3769,stop enlisting standout,1,
3770,brian blessed benevolent,1,Happy
3771,fortune playing football,1,Happy
3772,worth mentioning soundtrack,1,Fear
3773,great going hipper,1,Happy
3774,maniacal working solitude,1,Sad
3775,torn settling man,1,Sad
3776,degree washing selfishness,1,Fear
3777,spend make sense,1,Sad
3778,distraught disoriented woman,1,
3779,gush groundbreaking time,1,
3780,worth seeing shlock,1,Fear
3781,penchant annoying authority,1,Happy
3782,awesome played smarta,1,Surprise
3783,bad killing ease,1,Surprise
3784,scenery chewing bond,1,Fear
3785,cold calculating villain,1,Surprise
3786,short beginning innerspace,1,Angry
3787,easy filled cheezy,1,Fear
3788,awful saving grace,1,Sad
3789,turkey sued mention,1,
3790,entertaining viewing experience,1,
3791,arabic spoken mr,1,Fear
3792,lizard wearing tyrannosaurus,1,
3793,u thanksgiving family,1,Surprise
3794,low redeeming vault,1,Sad
3795,alive taken virus,1,Surprise
3796,incredible refusing kill,1,Surprise
3797,illogical involving time,1,Fear
3798,tricky done right,1,Fear
3799,afterthought remember name,1,
3800,first betrayed lover,1,Surprise
3801,swedish controlled half,1,
3802,rich diversified way,1,Fear
3803,wait holding collapse,1,Surprise
3804,self limiting concept,1,Surprise
3805,first materialize barbara,1,Surprise
3806,basic storytelling characterization,1,
3807,enormous bullying reprobate,1,
3808,bad lighting scene,1,Sad
3809,commentary mentioned nothing,1,Sad
3810,dead trapped storage,1,Surprise
3811,hair recommend anyone,1,Surprise
3812,meant setting cast,1,Fear
3813,good acting movie,1,Happy
3814,die touching story,1,Sad
3815,sure come slavery,1,Fear
3816,concerned keeping connection,1,Sad
3817,dismal depressing slog,1,Sad
3818,sick involving bondage,1,Sad
3819,serf provide blueprint,1,
3820,worth keeping eye,1,Fear
3821,fruitful pairing period,1,Happy
3822,arden returning home,1,Sad
3823,hilarious set piece,1,Happy
3824,short featuring humorist,1,Angry
3825,right looking surprise,1,Surprise
3826,abusive womanizing jerk,1,
3827,covered bleeding death,1,Fear
3828,ingredient found authority,1,Fear
3829,come educated people,1,
3830,mean recommend anyone,1,
3831,sure died door,1,Fear
3832,new exciting people,1,Sad
3833,enjoyable provoking gut,1,Happy
3834,stiff acting newcomer,1,
3835,former holed partner,1,Sad
3836,fine stealing gallon,1,Happy
3837,urinated trapped cage,1,Surprise
3838,true supposed heroine,1,Fear
3839,un engaging dark,1,Sad
3840,evil amazing see,1,Surprise
3841,queen make realize,1,Sad
3842,wonderful set enjoy,1,Happy
3843,available appeared ifc,1,Sad
3844,wa shivering get,1,
3845,precious aged sensibility,1,Angry
3846,unusual seeing dean,1,
3847,disappointed allowed screenplay,1,Sad
3848,boleyn played spot,1,Fear
3849,extra mentioned production,1,
3850,original based feel,1,Sad
3851,script written hand,1,
3852,different sounding concert,1,
3853,narrow minded critic,1,Surprise
3854,good looking woman,2,Happy
3855,solid struggling industry,1,
3856,think meaning war,1,Surprise
3857,thoughtful want nothing,1,Sad
3858,brutal turning point,1,Surprise
3859,son driving lesson,1,Fear
3860,wa twitch death,1,Fear
3861,bay belonging countess,1,Happy
3862,double crossing conclusion,1,Angry
3863,clear killed answer,1,Surprise
3864,screen saving money,1,
3865,suppose diluting feel,1,Fear
3866,heighten putting people,1,Sad
3867,modern try hand,1,
3868,attractive acting skill,1,Happy
3869,unstable know point,1,Surprise
3870,many qualm way,1,Fear
3871,obvious forwarding plot,1,
3872,occasional decomposing body,1,
3873,white looked way,1,Fear
3874,huge seen thing,1,Surprise
3875,u managed survive,1,Fear
3876,open attacked camera,1,Fear
3877,high priced actor,1,Fear
3878,wrong put mask,1,Sad
3879,certain feeling video,1,Fear
3880,alone find bar,1,Sad
3881,successful lost film,1,Sad
3882,torn making performance,1,Sad
3883,unfunny said perfection,1,Surprise
3884,francisco plying trade,1,
3885,spanish talking world,1,
3886,cry stand balcony,1,Fear
3887,young portraying son,1,
3888,stuff done conclusion,1,Angry
3889,underrated gripping thriller,1,
3890,lucky picked franchise,1,Happy
3891,whole delivered saw,1,Fear
3892,kei ying fan,1,
3893,simplistic compared peter,1,Fear
3894,hilarious sounding samwise,1,Happy
3895,wonderful find movie,1,Surprise
3896,white blown terrible,1,Fear
3897,next want computer,1,
3898,understated controlled character,1,Fear
3899,stick going hand,1,Fear
3900,intro playing grandmother,1,Fear
3901,understand leading man,1,
3902,doe make look,1,Sad
3903,famous following year,1,
3904,atlantic played ham,1,Fear
3905,final say matter,1,Fear
3906,prone overacting performance,1,
3907,puppy loving murderer,1,Happy
3908,first hearing magazine,1,Surprise
3909,quote talking scene,1,
3910,unravels see casket,1,
3911,africa haunted memory,1,
3912,important chilling exploration,1,Happy
3913,wish granted way,1,
3914,routine boring exception,1,Sad
3915,scary outing wa,1,Angry
3916,unchained start prequel,1,
3917,iole go mission,1,
3918,uncomfortable leading man,1,Surprise
3919,fill dave joke,1,Happy
3920,shotgun spouting clichés,1,
3921,shallow looking blond,1,
3922,blue eyed male,1,Sad
3923,teen investigating pitch,1,Angry
3924,universe furthering surrealism,1,
3925,precious educated savage,1,Angry
3926,root siring child,1,Fear
3927,guilty advocating credo,1,Happy
3928,smart focused jack,1,Sad
3929,great acting performance,1,Happy
3930,new developed formula,1,Fear
3931,easy say someone,1,Surprise
3932,routine took prisoner,1,Surprise
3933,several cliched idea,1,
3934,basic lighting look,1,
3935,dumb make anything,1,Sad
3936,many take place,2,Fear
3937,similar ending see,1,Fear
3938,nostalgia watching movie,1,Surprise
3939,sumptuous set location,1,Fear
3940,open minded appreciates,1,Happy
3941,gross retarded plot,1,Sad
3942,tear inducing laughter,1,Sad
3943,nasalisk keeping tradition,1,
3944,various boring view,1,Sad
3945,surprised seeing dirty,1,Angry
3946,decent acting performance,1,Surprise
3947,cinematic televised sherlock,1,
3948,impressive tracking shot,1,Happy
3949,sure felt lot,1,Sad
3950,curious altered state,1,Surprise
3951,awful think wa,1,Surprise
3952,gorgeous directing riff,1,Happy
3953,english listening mangle,1,
3954,first think nothing,1,Surprise
3955,hilarious made fun,1,Happy
3956,scary depending mood,1,Sad
3957,wrong developing plot,1,Fear
3958,impossible get story,1,
3959,amateur casting impress,1,Happy
3960,boundary set self,1,Fear
3961,defective missing scene,1,Sad
3962,bizarre uninteresting way,1,
3963,real know child,1,Sad
3964,sex get situation,1,Fear
3965,great acting johnson,1,Happy
3966,real set lot,1,Sad
3967,format remember fox,1,Sad
3968,complete flawed mess,1,Angry
3969,reasonable believe actor,1,
3970,ridiculous acting poop,1,
3971,much altered state,1,Sad
3972,terrible acting cast,1,Fear
3973,worth standing line,1,Fear
3974,sicko killing people,1,Surprise
3975,happen want watch,1,Surprise
3976,pinero liking actor,1,
3977,dialog end matter,1,Sad
3978,much leave brain,1,
3979,non speaking slip,1,Fear
3980,entire told flashback,1,Sad
3981,awful stilted clichéd,1,
3982,forth hackneyed drivel,1,
3983,realise falling prey,1,
3984,great written script,1,Happy
3985,personal gave year,1,Fear
3986,silly looking cape,1,Fear
3987,sure set find,1,Fear
3988,distinct marking someone,1,
3989,exaggerated illustrating borderline,1,
3990,able sell story,1,
3991,clear killing self,1,Surprise
3992,pair dancing foot,1,Fear
3993,bad miss spent,1,Sad
3994,geary travelled homeland,1,
3995,various irritating technique,1,Angry
3996,main made endure,1,Sad
3997,tone throwing balance,1,Fear
3998,unlikely convert anyone,1,Fear
3999,good rollicking action,1,Happy
4000,full blooded chop,1,
4001,moody setting street,1,Sad
4002,usual know element,1,Surprise
4003,famous go home,1,Sad
4004,uneasy labeled hero,1,Fear
4005,unconvincing made roll,1,Sad
4006,robot see control,1,Fear
4007,read listening kind,1,Happy
4008,historical including knowledge,1,
4009,bad expected minute,1,Happy
4010,keep changing brown,1,Sad
4011,want leave anything,1,
4012,christian made production,1,Sad
4013,hilarious remodeling house,1,Happy
4014,rspca approve tscheko,1,Happy
4015,light look difficulty,1,Fear
4016,perfect ending embodies,1,Sad
4017,grim drooling supine,1,Fear
4018,hilarious looking film,1,Happy
4019,predictable leaving feeling,1,
4020,nice underacting compliment,1,Happy
4021,follow surviving member,1,
4022,surprising filled propaganda,1,Surprise
4023,serious wrestling fan,1,
4024,oblivious happening utters,1,
4025,mst riffing joel,1,
4026,whole make sense,1,Sad
4027,dj wearing sunglass,1,
4028,nasty killing occur,1,Surprise
4029,explicit disturbing film,1,Fear
4030,skeptical tuning man,1,Surprise
4031,unprofessional looking film,1,
4032,great gave job,1,Fear
4033,light acting ha,1,
4034,intense give everything,1,Sad
4035,young girl scene,1,Surprise
4036,interested keeping hostility,1,Happy
4037,extraterrestrial replaced copy,1,Fear
4038,ritual killing faith,1,Surprise
4039,uncalled thought cute,1,Happy
4040,worth seeing lot,1,Sad
4041,clear eyed philosophy,2,Sad
4042,shaman revealing wisdom,2,Surprise
4043,nice looking woman,1,Happy
4044,different viewing experience,1,
4045,several touring company,1,
4046,childish compared rest,1,
4047,slow moving drama,2,
4048,useless loving score,1,Happy
4049,brutal grizzled rogue,1,Angry
4050,capable terrifying anything,1,Fear
4051,superior made crap,1,Surprise
4052,difficult need cash,1,
4053,abandon becoming movie,1,Fear
4054,alive made island,1,Sad
4055,woeful miscasting cate,1,Sad
4056,fine leading lady,1,Happy
4057,unnecessary added detrimental,1,Sad
4058,overall liked film,1,
4059,critic complained action,1,Sad
4060,general worked character,1,Fear
4061,accomplish making everything,1,Sad
4062,cretin holding gunpoint,1,
4063,detective tracking girl,1,Surprise
4064,terrible amusing b,1,Fear
4065,margaret whiting cast,1,Fear
4066,frequent thrilling action,1,Surprise
4067,chess playing sequence,1,Fear
4068,turd floating toilet,1,
4069,terrible revived monstrosity,1,Fear
4070,bare thinking aim,1,Surprise
4071,flat featured repetition,1,Sad
4072,rent say warn,1,Surprise
4073,mean offend anyone,1,
4074,necessary considering mystery,1,Sad
4075,website going make,1,Sad
4076,type testing phase,1,Fear
4077,blue hacked body,1,Sad
4078,homosexual feeling surface,1,
4079,great abusing wife,1,Happy
4080,remarried taking opera,1,Surprise
4081,real changed flick,1,Sad
4082,understand get movie,1,
4083,hopeless dealing memory,1,Sad
4084,upbeat redeeming try,1,Happy
4085,okorn tried tell,1,Sad
4086,investigate go interview,1,Fear
4087,satanic killing machine,1,Surprise
4088,le working shoot,1,Fear
4089,magnificent acting carry,1,Happy
4090,real storytelling character,1,Sad
4091,complex hoboken love,1,Happy
4092,angry go relationship,1,Angry
4093,free trapped husband,1,Happy
4094,documentary grown sound,1,
4095,documentary setting brings,1,Sad
4096,intelligent caring shy,1,Sad
4097,serious made shopping,1,Sad
4098,serious thought level,1,Surprise
4099,full know prison,1,
4100,artful assured direction,1,Fear
4101,key making film,1,Sad
4102,quick unrelenting pace,1,Angry
4103,doe stirring trick,1,Surprise
4104,ha fallen love,1,Happy
4105,rapid fired scene,1,
4106,masterful framing composition,1,Sad
4107,alive keeping wife,1,
4108,sister christina rosario,1,
4109,entire tinged sadness,1,Fear
4110,guy pink liquid,1,
4111,thought think project,1,Surprise
4112,uneven wavering place,1,Fear
4113,bosnian giving role,1,Fear
4114,insufferable accented serbo,1,
4115,entire written feel,1,Fear
4116,miss played maid,1,Sad
4117,different exposed art,1,
4118,special made post,1,Surprise
4119,laughable seeing montgomery,1,
4120,accurate warned think,1,Surprise
4121,funny irritating get,1,Angry
4122,wrong acting plot,1,
4123,teen gathering friend,1,Happy
4124,concerned saw cinema,1,Sad
4125,mixed paling insignifiance,1,
4126,perfect exist earth,1,Surprise
4127,mythical renowned adventurer,1,Fear
4128,bad depending look,1,Sad
4129,highlight cooing moment,1,Fear
4130,nonexistent seen people,1,
4131,ultimate anguished moment,1,Sad
4132,easy coming candidate,1,Surprise
4133,unrelated happen sequence,1,
4134,huge gambling debt,1,Fear
4135,necessary viewing fan,1,
4136,avra wing book,1,Fear
4137,underneath slinking cat,1,Fear
4138,capable providing tradition,1,Fear
4139,able romanced person,1,
4140,outrageous rocking horse,1,Surprise
4141,lovable shaking head,1,Fear
4142,play challenging role,1,Fear
4143,happy ending head,1,Fear
4144,much watching scene,1,Surprise
4145,obvious take bill,1,
4146,tie went work,1,Fear
4147,cherish knocking door,1,
4148,picture aspiring filmmaker,1,
4149,rare refined blossom,1,Fear
4150,great acting session,1,Happy
4151,smith taking care,1,Surprise
4152,gradual moving comedy,1,
4153,dedicated championing movie,1,Happy
4154,prison according defense,1,Fear
4155,puzzle come girl,1,Surprise
4156,documentary asking someone,1,Fear
4157,solid acting script,1,
4158,similar themed killdozer,1,
4159,unnoticed steering wheel,1,
4160,horrendous directing joke,1,Happy
4161,clear going team,1,Sad
4162,routine found comedy,1,
4163,fan twilight zone,1,
4164,unrealistic supposed genre,1,Fear
4165,original believe trash,1,Angry
4166,accurate revealing worklife,1,Surprise
4167,obvious astonishing resource,1,Surprise
4168,lascivious feeling couple,1,
4169,wide eyed waif,1,
4170,suspect betrayed bos,1,Fear
4171,wow wrote fact,1,Surprise
4172,poor editing terrific,1,Surprise
4173,expect see cinema,1,Happy
4174,unoriginal used clichés,1,
4175,hard paying attention,1,Angry
4176,deadite killing chainsaw,1,Surprise
4177,great failing project,1,Happy
4178,private thought emotion,1,Surprise
4179,suitable expecting see,1,Happy
4180,paced consisting minute,1,Surprise
4181,anguish displaying tale,1,Sad
4182,cynical condescending air,1,Fear
4183,review believe diamond,1,
4184,human keep f,1,
4185,interesting touching pier,1,Happy
4186,bad believe ha,1,Sad
4187,new found level,1,
4188,last remaining air,1,
4189,sluggish monotoned delivery,1,
4190,dramatic said murderer,1,Surprise
4191,straight acting character,1,Fear
4192,open minded sort,1,Surprise
4193,human devastating effect,1,Surprise
4194,vocal viewing hollywood,1,
4195,able get thing,1,Surprise
4196,terrific wisecracking line,1,Surprise
4197,fanatic believe god,1,Surprise
4198,length characterising movie,1,
4199,stabbed nailgunned everything,1,Sad
4200,unknown added name,1,Sad
4201,concerned left world,1,Sad
4202,dry humping corpse,1,
4203,lull boring part,1,Sad
4204,christ sake story,1,
4205,deliver mainland china,1,
4206,great filmmaking passionate,1,Happy
4207,true missed circumstance,1,Sad
4208,light chuckle sense,1,
4209,useless bombing hitler,1,
4210,satisfied working job,1,Fear
4211,white giving look,1,Fear
4212,simple writing need,1,Fear
4213,stupid bored tune,1,Sad
4214,prowess shown cast,1,
4215,impressed continued research,1,Happy
4216,critic noted sense,1,
4217,e timing attack,1,
4218,bus go church,1,Surprise
4219,notable casting trainwreck,1,
4220,stop dragging way,1,
4221,please try hurt,1,Sad
4222,sheesh getting picture,1,Surprise
4223,straight arriving screening,1,
4224,bad acting lack,1,Sad
4225,cheap looking production,1,
4226,bad opening minute,1,Sad
4227,joe believe people,1,
4228,mean pressing admit,1,Sad
4229,bad managed hang,1,Sad
4230,notable happening gregory,1,
4231,bad think anyone,1,Surprise
4232,affair coming number,1,Surprise
